"","V","p.value","-log10(p)","FDR"
"488.54620729664/59.8096271576728",5,0.14246,0.84632,0.39459
"603.411833911313/36.8265288169064",5,0.14246,0.84632,0.39459
"616.808294970643/66.604921853496",5,0.14246,0.84632,0.39459
"758.480367610474/34.3055201831728",20,0.14246,0.84632,0.39459
"819.709415292379/53.3565733196248",20,0.14246,0.84632,0.39459
"829.899168425613/72.0456104922334",20,0.14246,0.84632,0.39459
"950.749045469544/77.6102379406755",5,0.14246,0.84632,0.39459
"89.5399462231937/174.615351027158",20,0.15079,0.82162,0.39459
"100.028750637525/158.058044863313",20,0.15079,0.82162,0.39459
"102.12772960775/78.4394818109014",20,0.15079,0.82162,0.39459
"110.296202255923/103.956522368146",5,0.15079,0.82162,0.39459
"111.536754006781/187.056842380584",20,0.15079,0.82162,0.39459
"112.112047962421/169.117548047282",5,0.15079,0.82162,0.39459
"113.115420087671/161.208853471939",5,0.15079,0.82162,0.39459
"118.889038696625/56.6125066751292",5,0.15079,0.82162,0.39459
"123.030380940436/73.1006266803009",20,0.15079,0.82162,0.39459
"123.055287404862/132.760411126183",20,0.15079,0.82162,0.39459
"129.014524935361/106.920146138186",20,0.15079,0.82162,0.39459
"129.138600038817/158.669871215597",5,0.15079,0.82162,0.39459
"135.080466232827/24.1828538901512",20,0.15079,0.82162,0.39459
"140.118285971536/107.618822338848",5,0.15079,0.82162,0.39459
"147.168547165972/196.907065990611",5,0.15079,0.82162,0.39459
"149.04607854915/48.0395499484105",20,0.15079,0.82162,0.39459
"149.080868548609/63.2748134053253",20,0.15079,0.82162,0.39459
"149.128557881474/235.417602288515",20,0.15079,0.82162,0.39459
"152.016502135821/104.757153966343",5,0.15079,0.82162,0.39459
"153.040043094432/86.6249295623187",20,0.15079,0.82162,0.39459
"154.049095762307/119.300373097506",20,0.15079,0.82162,0.39459
"162.075705330375/63.692305229772",20,0.15079,0.82162,0.39459
"171.149185405553/226.238160423792",5,0.15079,0.82162,0.39459
"172.983116150949/116.980586293551",20,0.15079,0.82162,0.39459
"177.077353233928/40.0124075767318",20,0.15079,0.82162,0.39459
"180.637957367809/89.6848409724729",5,0.15079,0.82162,0.39459
"182.523968423137/125.553067901041",20,0.15079,0.82162,0.39459
"198.972624122909/158.286935836939",20,0.15079,0.82162,0.39459
"199.180566160853/103.621636905572",5,0.15079,0.82162,0.39459
"200.068419770102/66.7042533006828",5,0.15079,0.82162,0.39459
"209.016772322847/55.9756206174346",20,0.15079,0.82162,0.39459
"209.0590250137/208.789786332169",5,0.15079,0.82162,0.39459
"215.014496773514/121.936844544428",5,0.15079,0.82162,0.39459
"232.172678664729/109.79864091653",5,0.15079,0.82162,0.39459
"233.149647330936/53.1614732453678",20,0.15079,0.82162,0.39459
"237.096584591497/144.732044971373",5,0.15079,0.82162,0.39459
"245.185932503132/34.6913757607102",20,0.15079,0.82162,0.39459
"257.074444896574/84.606784837135",5,0.15079,0.82162,0.39459
"260.647962417928/112.779779594191",5,0.15079,0.82162,0.39459
"261.036889490353/245.939698652378",5,0.15079,0.82162,0.39459
"263.08731122581/117.321408861101",5,0.15079,0.82162,0.39459
"263.142374233831/37.5537843819242",20,0.15079,0.82162,0.39459
"265.01549635629/110.966155055448",5,0.15079,0.82162,0.39459
"272.157308431082/27.7875914482086",20,0.15079,0.82162,0.39459
"276.937972304759/117.03871258834",5,0.15079,0.82162,0.39459
"278.063638538916/259.870968282686",20,0.15079,0.82162,0.39459
"315.067263654291/116.406344558223",5,0.15079,0.82162,0.39459
"316.083195203283/96.169606520339",5,0.15079,0.82162,0.39459
"334.981382812158/118.515109767691",5,0.15079,0.82162,0.39459
"346.009486595623/147.560877904385",5,0.15079,0.82162,0.39459
"347.0129114773/171.393783522984",5,0.15079,0.82162,0.39459
"354.908103202911/136.467221845544",20,0.15079,0.82162,0.39459
"383.383008372616/138.035675875497",20,0.15079,0.82162,0.39459
"404.821647673231/57.2739336793975",5,0.15079,0.82162,0.39459
"406.264496192072/35.7067113958513",5,0.15079,0.82162,0.39459
"409.183624316046/39.8490119487788",5,0.15079,0.82162,0.39459
"411.726484104/38.6346948930237",5,0.15079,0.82162,0.39459
"428.827240835979/59.8345476677039",5,0.15079,0.82162,0.39459
"430.852636453542/189.076429491742",5,0.15079,0.82162,0.39459
"434.993633148848/70.1721517772393",20,0.15079,0.82162,0.39459
"436.909507546181/63.5208299805822",5,0.15079,0.82162,0.39459
"443.986195342072/151.966888798017",5,0.15079,0.82162,0.39459
"452.137769860673/116.886285142236",5,0.15079,0.82162,0.39459
"454.702302134982/56.2821138815695",5,0.15079,0.82162,0.39459
"459.306805764687/158.08297113104",20,0.15079,0.82162,0.39459
"460.965028506717/58.4013235412437",5,0.15079,0.82162,0.39459
"466.729070287637/57.1355023690229",5,0.15079,0.82162,0.39459
"481.303363209327/36.3336294979944",20,0.15079,0.82162,0.39459
"483.956638020258/112.819863878388",5,0.15079,0.82162,0.39459
"499.778787460846/40.1826569709109",5,0.15079,0.82162,0.39459
"501.329598718436/27.8038712346848",5,0.15079,0.82162,0.39459
"508.7139540214/55.9602255156704",5,0.15079,0.82162,0.39459
"520.833619589365/43.0964092804311",20,0.15079,0.82162,0.39459
"522.6901606066/55.9235120621409",5,0.15079,0.82162,0.39459
"526.848661393334/70.1941872763193",5,0.15079,0.82162,0.39459
"556.858633949024/68.1403337627233",5,0.15079,0.82162,0.39459
"580.863316063243/69.9000288962966",5,0.15079,0.82162,0.39459
"583.931747135147/79.9037211144222",5,0.15079,0.82162,0.39459
"591.089536958926/94.5076167441626",5,0.15079,0.82162,0.39459
"627.398347316012/28.3813776043564",20,0.15079,0.82162,0.39459
"632.810219772826/119.593390419227",5,0.15079,0.82162,0.39459
"642.369208340756/48.3076396793616",5,0.15079,0.82162,0.39459
"648.800587100325/202.320998443789",20,0.15079,0.82162,0.39459
"663.45341542881/27.9920246124571",20,0.15079,0.82162,0.39459
"664.762301534624/285.223570672913",5,0.15079,0.82162,0.39459
"677.916341822203/69.475731777356",20,0.15079,0.82162,0.39459
"689.065185882768/95.500636001563",5,0.15079,0.82162,0.39459
"690.620953424932/55.333393249458",5,0.15079,0.82162,0.39459
"694.524359937786/56.1569831283305",5,0.15079,0.82162,0.39459
"710.587605834891/56.3552797686788",5,0.15079,0.82162,0.39459
"718.53782892692/30.14793560911",20,0.15079,0.82162,0.39459
"738.662460882831/61.3754817786115",5,0.15079,0.82162,0.39459
"744.555488552222/32.5583583910995",20,0.15079,0.82162,0.39459
"755.523627442588/27.5712412382527",20,0.15079,0.82162,0.39459
"757.475216034711/35.1476985569272",20,0.15079,0.82162,0.39459
"762.736513556227/195.248075871125",5,0.15079,0.82162,0.39459
"786.60187969008/35.5461291712661",20,0.15079,0.82162,0.39459
"795.904274288061/68.4049540314341",20,0.15079,0.82162,0.39459
"817.465296399593/46.8684347689892",5,0.15079,0.82162,0.39459
"818.473014699537/49.8199336794768",5,0.15079,0.82162,0.39459
"823.539226279439/29.906916104814",5,0.15079,0.82162,0.39459
"850.77795886193/85.4800493401839",5,0.15079,0.82162,0.39459
"869.574095246884/28.4335490060786",5,0.15079,0.82162,0.39459
"1048.12462697278/67.816080462238",5,0.15079,0.82162,0.39459
"1184.43269689407/67.550331048984",5,0.15079,0.82162,0.39459
"203.052713009156/42.4290691769936",19,0.15794,0.80151,0.41286
"116.648733998128/123.265802430874",19.5,0.16124,0.79253,0.41668
"126.365373445439/134.255169885188",19.5,0.16124,0.79253,0.41668
"136.562181261746/139.240453394458",19.5,0.16124,0.79253,0.41668
"194.499338212403/128.604918497546",19.5,0.16124,0.79253,0.41668
"277.160866206543/129.437803104204",19.5,0.16124,0.79253,0.41668
"287.010569734031/72.4476355343377",19.5,0.16124,0.79253,0.41668
"600.615219242228/56.0284561152739",5.5,0.16124,0.79253,0.41668
"779.556294511349/54.2279262833054",19.5,0.16124,0.79253,0.41668
"780.591348902663/54.243370325035",5.5,0.16124,0.79253,0.41668
"819.658775599177/139.390439991138",19.5,0.16124,0.79253,0.41668
"1028.83006979551/63.167572900246",19.5,0.16124,0.79253,0.41668
"752.51478747122/28.2618478985179",5.5,0.16794,0.77485,0.43355
"104.113605477794/46.7997392767219",19.5,0.17322,0.76141,0.4417
"117.125320974842/72.9244019987657",5.5,0.17322,0.76141,0.4417
"248.828556855304/63.5826788693648",5.5,0.17322,0.76141,0.4417
"277.12969160763/38.7526047266893",19.5,0.17322,0.76141,0.4417
"306.787383644704/62.9425947153815",5.5,0.17322,0.76141,0.4417
"316.951880540237/170.350675208564",5.5,0.17322,0.76141,0.4417
"373.901758003405/138.890000585843",5.5,0.17322,0.76141,0.4417
"373.901914338272/141.106454332092",5.5,0.17322,0.76141,0.4417
"418.938330822461/62.4919428546772",5.5,0.17322,0.76141,0.4417
"467.99670740308/55.5341319241939",5.5,0.17322,0.76141,0.4417
"713.437600578298/39.2955737029512",5.5,0.17322,0.76141,0.4417
"834.447522358684/56.0164418206395",5.5,0.17322,0.76141,0.4417
"117.093823645913/61.2090741429611",19,0.18122,0.74179,0.45883
"125.007268287878/127.612044202619",19,0.18122,0.74179,0.45883
"174.160172893805/70.8319129438745",19,0.18122,0.74179,0.45883
"467.943747142342/87.2330490174001",19,0.18122,0.74179,0.45883
"768.306926698482/51.686826551796",19,0.18122,0.74179,0.45883
"798.610836073577/48.5823207006513",19,0.18122,0.74179,0.45883
"1044.30564226432/67.60046426617",19,0.18122,0.74179,0.45883
"91.5255078675576/137.016101452792",19,0.2045,0.68931,0.48671
"116.655846102816/78.038026189476",6,0.2045,0.68931,0.48671
"120.012813158537/110.259862984793",6,0.2045,0.68931,0.48671
"131.388514660014/138.95698057925",19,0.2045,0.68931,0.48671
"167.510656729296/117.658955994698",6,0.2045,0.68931,0.48671
"199.500502775173/116.519821837533",6,0.2045,0.68931,0.48671
"202.997125890802/93.7592441040503",6,0.2045,0.68931,0.48671
"207.035365742133/100.536486521558",19,0.2045,0.68931,0.48671
"215.433241190382/136.62461418773",6,0.2045,0.68931,0.48671
"247.455121327989/138.249638892856",6,0.2045,0.68931,0.48671
"255.416844243381/171.927436016865",6,0.2045,0.68931,0.48671
"259.947645151028/121.732883771099",6,0.2045,0.68931,0.48671
"260.001305303225/194.159653446544",6,0.2045,0.68931,0.48671
"266.016203373485/110.255858972074",6,0.2045,0.68931,0.48671
"267.989403730357/136.771299534715",19,0.2045,0.68931,0.48671
"294.903364821399/137.348600474601",6,0.2045,0.68931,0.48671
"357.924315913179/122.471180577923",6,0.2045,0.68931,0.48671
"366.742721488815/61.3971302681019",6,0.2045,0.68931,0.48671
"406.743380663917/65.1429893874862",6,0.2045,0.68931,0.48671
"414.875453342224/120.968822511928",6,0.2045,0.68931,0.48671
"506.799473808851/61.8262129770425",19,0.2045,0.68931,0.48671
"536.395721151835/28.0265287578525",6,0.2045,0.68931,0.48671
"564.822949477516/68.8892128914688",6,0.2045,0.68931,0.48671
"648.755494516438/65.306248936953",6,0.2045,0.68931,0.48671
"695.803275976838/67.3383745791572",6,0.2045,0.68931,0.48671
"823.850116747235/82.6248250061618",6,0.2045,0.68931,0.48671
"826.80587283162/69.1923744099887",6,0.2045,0.68931,0.48671
"837.294574872784/67.5946128444163",6,0.2045,0.68931,0.48671
"850.721238368989/64.537037489285",6,0.2045,0.68931,0.48671
"874.751486965627/81.5328326462859",6,0.2045,0.68931,0.48671
"886.809968137326/69.3761694231749",6,0.2045,0.68931,0.48671
"905.425523621847/52.8794533914688",6,0.2045,0.68931,0.48671
"972.640784878196/36.667203212028",6,0.2045,0.68931,0.48671
"984.300249042405/68.3010203026772",6,0.2045,0.68931,0.48671
"988.786533511946/69.0695510704373",6,0.2045,0.68931,0.48671
"1034.77138946159/68.1116125143788",19,0.2045,0.68931,0.48671
"1056.77431944406/68.8890642509557",6,0.2045,0.68931,0.48671
"472.33496682892/28.2259494466724",6,0.2073,0.6834,0.48671
"92.5222967188903/149.392485781621",19,0.20869,0.6805,0.48671
"100.112040096785/94.8606697707116",19,0.20869,0.6805,0.48671
"235.026396030499/104.236267229324",6,0.20869,0.6805,0.48671
"318.984607789294/116.060911949655",6,0.20869,0.6805,0.48671
"488.828974549137/60.0508622443183",19,0.20869,0.6805,0.48671
"493.111801992811/94.3013223478934",6,0.20869,0.6805,0.48671
"509.924630795995/58.2650075290255",19,0.20869,0.6805,0.48671
"546.836072503941/51.2522421852958",19,0.20869,0.6805,0.48671
"578.735365679266/62.3343856478381",19,0.20869,0.6805,0.48671
"610.933915889849/72.5825894359144",19,0.20869,0.6805,0.48671
"692.465926840215/28.7920819111338",6,0.20869,0.6805,0.48671
"786.509426307295/54.8206528255295",19,0.20869,0.6805,0.48671
"1224.43347902104/68.1110381410535",19,0.20869,0.6805,0.48671
"88.0393335819434/105.170241656666",19,0.22222,0.65321,0.48671
"90.0361743663453/174.601273274815",19,0.22222,0.65321,0.48671
"92.5404636154247/106.895765465487",6,0.22222,0.65321,0.48671
"98.978079149657/223.418074086201",6,0.22222,0.65321,0.48671
"99.0439942029808/212.657081586309",19,0.22222,0.65321,0.48671
"101.024919436187/39.3359397465329",19,0.22222,0.65321,0.48671
"104.126542630331/44.8036730187381",19,0.22222,0.65321,0.48671
"108.721765423798/28.0910071902401",19,0.22222,0.65321,0.48671
"111.536754659956/138.024150612588",19,0.22222,0.65321,0.48671
"121.520841168024/186.670093932443",19,0.22222,0.65321,0.48671
"121.996974086601/114.416481306998",6,0.22222,0.65321,0.48671
"128.049742994351/105.702724423268",19,0.22222,0.65321,0.48671
"139.073343977476/177.990506304887",19,0.22222,0.65321,0.48671
"147.168553045497/145.769990131177",6,0.22222,0.65321,0.48671
"147.168555500033/282.705997276862",6,0.22222,0.65321,0.48671
"149.992871695651/69.8850936919976",19,0.22222,0.65321,0.48671
"157.444434231162/140.176045890082",19,0.22222,0.65321,0.48671
"169.035715246174/60.321680930855",19,0.22222,0.65321,0.48671
"175.031446437042/125.658427270281",6,0.22222,0.65321,0.48671
"176.055430162288/170.873657152307",6,0.22222,0.65321,0.48671
"180.136317863839/79.412145866154",19,0.22222,0.65321,0.48671
"191.143066530266/24.1747756171938",19,0.22222,0.65321,0.48671
"194.117661451485/230.45162556848",6,0.22222,0.65321,0.48671
"198.052710682917/87.1414576074991",19,0.22222,0.65321,0.48671
"203.139047499999/44.4459624972633",19,0.22222,0.65321,0.48671
"205.081981076876/259.871569938644",6,0.22222,0.65321,0.48671
"211.008431034069/114.253310561474",6,0.22222,0.65321,0.48671
"217.081968782242/105.72451081171",6,0.22222,0.65321,0.48671
"218.923981736681/106.312635576575",19,0.22222,0.65321,0.48671
"227.040805485041/59.8967418785667",19,0.22222,0.65321,0.48671
"231.170359577191/36.2751749917069",19,0.22222,0.65321,0.48671
"234.956617738068/201.960482098493",19,0.22222,0.65321,0.48671
"265.154658481293/36.6139438817883",19,0.22222,0.65321,0.48671
"285.067760015646/105.514524590947",19,0.22222,0.65321,0.48671
"285.261606954311/28.1319104299646",19,0.22222,0.65321,0.48671
"286.932181226093/55.5813302019201",19,0.22222,0.65321,0.48671
"289.942435599631/52.5793746279975",19,0.22222,0.65321,0.48671
"296.105399249184/101.771130417821",6,0.22222,0.65321,0.48671
"301.205047838776/30.8070994602602",19,0.22222,0.65321,0.48671
"308.004555973042/61.6055359114739",19,0.22222,0.65321,0.48671
"321.131081174015/44.0438143006847",6,0.22222,0.65321,0.48671
"322.886736309354/37.9044764550907",6,0.22222,0.65321,0.48671
"325.379595994552/139.290679980877",19,0.22222,0.65321,0.48671
"332.561881755288/285.466838600964",6,0.22222,0.65321,0.48671
"332.875433872052/173.930632949502",6,0.22222,0.65321,0.48671
"334.480898814014/114.811209888582",6,0.22222,0.65321,0.48671
"335.063638005486/128.714861311031",6,0.22222,0.65321,0.48671
"337.014373794597/255.370253321431",19,0.22222,0.65321,0.48671
"343.896534634896/138.965706965673",6,0.22222,0.65321,0.48671
"344.013941124331/165.797708682985",6,0.22222,0.65321,0.48671
"345.005638064012/62.0190114176986",6,0.22222,0.65321,0.48671
"357.282976339275/25.5343986064563",19,0.22222,0.65321,0.48671
"369.895496974207/71.4922420861312",6,0.22222,0.65321,0.48671
"377.208952635233/50.0179894039447",6,0.22222,0.65321,0.48671
"378.116265648934/166.011952261576",19,0.22222,0.65321,0.48671
"385.285872006718/29.1611577105971",19,0.22222,0.65321,0.48671
"390.762885458751/29.3226182858781",6,0.22222,0.65321,0.48671
"400.237887124236/29.1077422051528",6,0.22222,0.65321,0.48671
"400.914592566305/158.287542854358",19,0.22222,0.65321,0.48671
"415.033069386591/231.40220112112",6,0.22222,0.65321,0.48671
"416.214991666814/27.2233938784704",19,0.22222,0.65321,0.48671
"432.28056404019/32.4291815804177",6,0.22222,0.65321,0.48671
"432.766978068706/60.2581506261706",6,0.22222,0.65321,0.48671
"444.989743629868/155.98583063185",6,0.22222,0.65321,0.48671
"467.259862045211/43.1001119219527",6,0.22222,0.65321,0.48671
"468.989951216974/80.1407131450179",6,0.22222,0.65321,0.48671
"470.990162037361/165.181679055862",19,0.22222,0.65321,0.48671
"483.958039889129/238.880757741191",6,0.22222,0.65321,0.48671
"490.225563518772/94.9073499959645",19,0.22222,0.65321,0.48671
"495.84275222127/30.8713175072794",6,0.22222,0.65321,0.48671
"504.86821383011/35.7865806710151",6,0.22222,0.65321,0.48671
"505.805807405031/43.2591917259942",6,0.22222,0.65321,0.48671
"510.893333633844/57.3286066945888",6,0.22222,0.65321,0.48671
"526.684772266755/56.4816210879802",6,0.22222,0.65321,0.48671
"537.339079730613/48.0036098545243",6,0.22222,0.65321,0.48671
"538.799453722469/58.1434018267672",19,0.22222,0.65321,0.48671
"539.021061345508/93.1264869680167",19,0.22222,0.65321,0.48671
"550.819694656101/249.711425924182",19,0.22222,0.65321,0.48671
"586.639189433674/56.335025366359",6,0.22222,0.65321,0.48671
"605.911676889433/32.0027378892368",19,0.22222,0.65321,0.48671
"618.905296049596/34.1924977591184",19,0.22222,0.65321,0.48671
"624.448108712743/28.9659708622655",6,0.22222,0.65321,0.48671
"628.623208970999/56.0929050615414",6,0.22222,0.65321,0.48671
"640.603271674621/56.4619436780546",6,0.22222,0.65321,0.48671
"644.686772600482/55.6617641947531",6,0.22222,0.65321,0.48671
"667.470612270741/29.1686596719142",19,0.22222,0.65321,0.48671
"712.502276822842/29.9203076324635",19,0.22222,0.65321,0.48671
"715.973185765353/34.4189647833165",19,0.22222,0.65321,0.48671
"729.411126670305/45.3629671195504",6,0.22222,0.65321,0.48671
"768.54366562896/41.8578842159417",19,0.22222,0.65321,0.48671
"774.450002564944/42.6355356216645",6,0.22222,0.65321,0.48671
"783.572865476045/34.4967982897291",19,0.22222,0.65321,0.48671
"794.55907370407/41.2436964835349",19,0.22222,0.65321,0.48671
"804.549059944094/30.7889474905633",19,0.22222,0.65321,0.48671
"806.44792090692/55.9352244030327",6,0.22222,0.65321,0.48671
"826.505913069823/55.8125130109129",6,0.22222,0.65321,0.48671
"830.567652024814/33.5406290658021",6,0.22222,0.65321,0.48671
"842.573011610516/31.3512903589065",19,0.22222,0.65321,0.48671
"868.570361791715/28.5724218815532",6,0.22222,0.65321,0.48671
"874.335032948601/67.831262698821",19,0.22222,0.65321,0.48671
"880.514693613896/54.1146366897754",6,0.22222,0.65321,0.48671
"911.594400973246/27.1968304784695",6,0.22222,0.65321,0.48671
"1119.27808170863/67.8490293664713",6,0.22222,0.65321,0.48671
"93.0199965113838/131.393247324224",18.5,0.23586,0.62734,0.51254
"110.975373718024/132.177219436534",18.5,0.23586,0.62734,0.51254
"112.986687548174/123.738807286586",18.5,0.23586,0.62734,0.51254
"158.060100040842/47.6272331362884",18.5,0.23586,0.62734,0.51254
"467.953910071642/102.636417765484",18.5,0.23586,0.62734,0.51254
"596.706789650121/61.4391971960523",18.5,0.23586,0.62734,0.51254
"709.483027529502/28.6848874437573",6.5,0.23586,0.62734,0.51254
"724.979981011068/54.2483867364601",18.5,0.23586,0.62734,0.51254
"734.956575631891/53.529592525978",18.5,0.23586,0.62734,0.51254
"226.974206448754/138.656956995624",18,0.23932,0.62103,0.51779
"860.364955932364/61.2259680542696",18,0.23932,0.62103,0.51779
"937.856923121111/67.7029950614986",18,0.23932,0.62103,0.51779
"1084.30407319678/67.1779637172688",18,0.23932,0.62103,0.51779
"1244.08725069297/67.8232833641545",18,0.23932,0.62103,0.51779
"132.505485274753/137.507872860727",18.5,0.24915,0.60353,0.52945
"169.991060432893/136.697143104095",6.5,0.24915,0.60353,0.52945
"207.471644374313/138.041639431291",6.5,0.24915,0.60353,0.52945
"275.925642441554/173.742957452917",6.5,0.24915,0.60353,0.52945
"300.974214897622/158.133234927283",6.5,0.24915,0.60353,0.52945
"334.198765857658/28.0755093885498",6.5,0.24915,0.60353,0.52945
"356.279288222048/27.6605075910537",18.5,0.24915,0.60353,0.52945
"373.901830530634/189.440909408383",6.5,0.24915,0.60353,0.52945
"385.298772597119/22.0157536631736",18.5,0.24915,0.60353,0.52945
"438.720532281592/55.6751762179327",6.5,0.24915,0.60353,0.52945
"510.791796940417/64.9220608830665",6.5,0.24915,0.60353,0.52945
"564.983368484664/64.665388432568",18.5,0.24915,0.60353,0.52945
"648.434723185079/31.1535767286768",6.5,0.24915,0.60353,0.52945
"649.441829658462/28.3242593378978",6.5,0.24915,0.60353,0.52945
"691.462043617127/27.9462251222363",6.5,0.24915,0.60353,0.52945
"728.328528624653/68.201698718694",6.5,0.24915,0.60353,0.52945
"857.87453581829/87.9826017507296",6.5,0.24915,0.60353,0.52945
"859.573104457722/54.058106169514",6.5,0.24915,0.60353,0.52945
"866.492513892261/55.3447055152224",6.5,0.24915,0.60353,0.52945
"952.485806191595/67.6982595522604",6.5,0.24915,0.60353,0.52945
"1022.7814072421/68.5369740582873",6.5,0.24915,0.60353,0.52945
"93.0388043369147/105.46092843611",7,0.26521,0.57642,0.54773
"113.030973560055/142.879388456988",18,0.26521,0.57642,0.54773
"128.98594045486/127.477313381428",18,0.26521,0.57642,0.54773
"139.051591157741/135.044314825362",18,0.26521,0.57642,0.54773
"157.987423109379/123.7759016182",18,0.26521,0.57642,0.54773
"261.597145279209/135.410723501296",18,0.26521,0.57642,0.54773
"390.769456535322/60.7310363304669",7,0.26521,0.57642,0.54773
"433.675689562837/55.1107231481943",7,0.26521,0.57642,0.54773
"464.964440572668/61.4574917135801",7,0.26521,0.57642,0.54773
"467.946468524164/120.868159723568",18,0.26521,0.57642,0.54773
"506.708190076848/60.2944370144255",7,0.26521,0.57642,0.54773
"559.626514936894/28.3303814188918",18,0.26521,0.57642,0.54773
"562.375874711722/67.821259423737",18,0.26521,0.57642,0.54773
"630.992261338626/100.922040174818",7,0.26521,0.57642,0.54773
"658.664045346752/56.6099079091834",18,0.26521,0.57642,0.54773
"772.896496146592/67.5491871541428",18,0.26521,0.57642,0.54773
"776.606018538532/49.3504183787916",18,0.26521,0.57642,0.54773
"781.845256881894/54.9439077900959",18,0.26521,0.57642,0.54773
"782.279589110337/51.9216562639195",7,0.26521,0.57642,0.54773
"796.790897312737/54.4568220282558",18,0.26521,0.57642,0.54773
"800.777473702216/53.3773199195829",18,0.26521,0.57642,0.54773
"816.678728970437/65.4975310925661",7,0.26521,0.57642,0.54773
"846.630825560506/44.0577002218167",7,0.26521,0.57642,0.54773
"868.319644413116/67.9488391927158",18,0.26521,0.57642,0.54773
"868.786810223361/69.649276465671",7,0.26521,0.57642,0.54773
"905.282786337216/67.2710850588273",7,0.26521,0.57642,0.54773
"914.374702354484/68.5734826290719",18,0.26521,0.57642,0.54773
"948.73028861844/79.2620389815481",7,0.26521,0.57642,0.54773
"952.509569451625/52.491269858788",18,0.26521,0.57642,0.54773
"963.282126715643/69.4559527860006",7,0.26521,0.57642,0.54773
"991.319772895054/68.8054754680762",18,0.26521,0.57642,0.54773
"1080.76746009621/67.422895555164",7,0.26521,0.57642,0.54773
"1151.79070201351/67.6011748439883",18,0.26521,0.57642,0.54773
"1243.42212368214/66.4989062856536",18,0.26521,0.57642,0.54773
"620.437041571376/39.2586785690846",18,0.27808,0.55584,0.57383
"198.470983140966/136.049490973803",18,0.28884,0.53934,0.58202
"708.490031329909/28.6053527664912",7,0.28884,0.53934,0.58202
"165.075806923655/30.9165481645525",18,0.29035,0.53708,0.58202
"196.910085301887/84.1030233545497",18,0.29035,0.53708,0.58202
"250.428614009361/116.051066863329",7,0.29035,0.53708,0.58202
"260.476994635074/116.024841818943",7,0.29035,0.53708,0.58202
"264.47904596615/117.124146325015",7,0.29035,0.53708,0.58202
"287.917819345794/146.008705318952",7,0.29035,0.53708,0.58202
"298.811134944645/52.765911382684",7,0.29035,0.53708,0.58202
"323.379399385806/145.626448168549",7,0.29035,0.53708,0.58202
"328.260725256223/115.835580337654",7,0.29035,0.53708,0.58202
"416.872648655309/122.875963576711",7,0.29035,0.53708,0.58202
"417.934552615228/62.4523369913911",7,0.29035,0.53708,0.58202
"468.021673701348/65.4411482948632",7,0.29035,0.53708,0.58202
"472.868013303944/63.4828787629446",7,0.29035,0.53708,0.58202
"508.797131100854/62.3528483682461",18,0.29035,0.53708,0.58202
"510.839346259427/64.1690349868841",7,0.29035,0.53708,0.58202
"704.717047927369/65.1290790654716",7,0.29035,0.53708,0.58202
"716.523599332397/30.2730733161598",18,0.29035,0.53708,0.58202
"722.688289516153/64.6024467534671",7,0.29035,0.53708,0.58202
"794.787711067062/53.5005900442052",18,0.29035,0.53708,0.58202
"894.259058952354/58.5045561581379",7,0.29035,0.53708,0.58202
"964.21769999431/52.469495190071",7,0.29035,0.53708,0.58202
"1053.44939884824/68.5476597474343",7,0.29035,0.53708,0.58202
"101.115467858993/190.234129155456",18,0.2948,0.53047,0.58202
"130.142039152654/280.845057002203",7,0.2948,0.53047,0.58202
"195.03160212816/133.693827995752",18,0.2948,0.53047,0.58202
"215.516209725506/140.776763400822",7,0.2948,0.53047,0.58202
"313.881254489631/138.499397665018",18,0.2948,0.53047,0.58202
"331.964611875548/171.881711327047",7,0.2948,0.53047,0.58202
"390.790457033576/61.1169398888396",18,0.2948,0.53047,0.58202
"401.261654159191/38.8636115133819",7,0.2948,0.53047,0.58202
"401.763619233198/36.9990941547579",18,0.2948,0.53047,0.58202
"485.955736040235/76.2616959069403",7,0.2948,0.53047,0.58202
"625.389417595498/46.2557979176633",7,0.2948,0.53047,0.58202
"677.885486686959/156.057290855883",7,0.2948,0.53047,0.58202
"771.100588281792/63.0099946210867",18,0.2948,0.53047,0.58202
"815.718271720822/53.7386868583886",18,0.2948,0.53047,0.58202
"1156.77940418149/68.0783946366109",18,0.2948,0.53047,0.58202
"1201.77350515936/67.9592563118236",18,0.2948,0.53047,0.58202
"89.5067808040141/112.247905960162",18,0.30952,0.50931,0.58202
"104.115778336196/53.2976217682619",18,0.30952,0.50931,0.58202
"104.391619412799/47.4895869655694",18,0.30952,0.50931,0.58202
"107.053029503591/70.9652454278692",18,0.30952,0.50931,0.58202
"109.028454965976/216.552433354053",18,0.30952,0.50931,0.58202
"112.887333262585/102.159704764737",7,0.30952,0.50931,0.58202
"113.963726986453/62.361862843321",18,0.30952,0.50931,0.58202
"115.086623788506/97.7179600196504",18,0.30952,0.50931,0.58202
"115.571323674051/82.741738420446",18,0.30952,0.50931,0.58202
"122.068106851362/27.5340477358082",7,0.30952,0.50931,0.58202
"127.122987857065/25.8687409390982",18,0.30952,0.50931,0.58202
"132.065559464189/88.19804474284",7,0.30952,0.50931,0.58202
"132.410643542595/27.3414186305433",18,0.30952,0.50931,0.58202
"142.026438368343/117.114129525692",18,0.30952,0.50931,0.58202
"147.476253386255/119.871920636192",7,0.30952,0.50931,0.58202
"148.039501413828/86.5953485844407",18,0.30952,0.50931,0.58202
"149.026096611745/38.6365562435477",18,0.30952,0.50931,0.58202
